age,race,education,wage,Zip,1bed1bath,2bed1bath,mthly_income,res_hp_per_sqft,res_rent_per_sqft
45,1. White,2. Some College,113.5670896,94941,2900,3500,13628.05075,527.2727273,7.25
40,1. White,2. Some College,182.020621,94107,3250,4750,21842.47452,590.9090909,8.125
31,1. White,2. Some College,102.8702469,94040,3600,4500,12344.42963,654.5454545,9
19,1. White,2. Some College,76.89360252,94107,3250,4750,9227.232302,590.9090909,8.125
43,1. White,2. Some College,109.8339856,94941,2900,3500,13180.07827,527.2727273,7.25
56,1. White,4. Master's Deg,142.4571699,94924,2800,3800,17094.86039,509.0909091,7
55,1. White,3. College Grad,101.8243521,94040,3600,4500,12218.92225,654.5454545,9
59,1. White,5. Advanced Degree,118.8843593,94924,2800,3800,14266.12312,509.0909091,7
49,1. White,2. Some College,102.8702469,94107,3250,4750,12344.42963,590.9090909,8.125
42,1. White,4. Master's Deg,128.6804882,95012,1900,2500,15441.65858,345.4545455,4.75
27,1. White,2. Some College,61.18752643,94924,2800,3800,7342.503172,509.0909091,7
34,1. White,2. Some College,81.28607729,94040,3600,4500,9754.329275,654.5454545,9
47,1. White,4. Master's Deg,276.7784133,94941,2900,3500,33213.4096,527.2727273,7.25
35,1. White,5. Advanced Degree,268.266292,94107,3250,4750,32191.95504,590.9090909,8.125
33,2. Black,3. College Grad,104.9215065,94107,3250,4750,12590.58078,590.9090909,8.125
35,1. White,2. Some College,144.4780877,94924,2800,3800,17337.37052,509.0909091,7
40,1. White,3. College Grad,118.8843593,94107,3250,4750,14266.12312,590.9090909,8.125
53,1. White,4. Master's Deg,94.07271475,94941,2900,3500,11288.72577,527.2727273,7.25
47,2. Black,4. Master's Deg,73.77574327,94924,2800,3800,8853.089192,509.0909091,7
45,1. White,5. Advanced Degree,196.1252726,95012,1900,2500,23535.03271,345.4545455,4.75
34,1. White,4. Master's Deg,169.07354,94924,2800,3800,20288.8248,509.0909091,7
25,1. White,2. Some College,69.6190369,94040,3600,4500,8354.284428,654.5454545,9
56,1. White,4. Master's Deg,124.7204462,94107,3250,4750,14966.45354,590.9090909,8.125
54,1. White,3. College Grad,115.5180852,94107,3250,4750,13862.17022,590.9090909,8.125
41,1. White,2. Some College,89.24288466,95012,1900,2500,10709.14616,345.4545455,4.75
46,1. White,5. Advanced Degree,276.7784133,94107,3250,4750,33213.4096,590.9090909,8.125
44,1. White,5. Advanced Degree,170.6951277,94941,2900,3500,20483.41532,527.2727273,7.25
44,1. White,4. Master's Deg,99.6894637,95012,1900,2500,11962.73564,345.4545455,4.75
46,1. White,5. Advanced Degree,148.4131591,94941,2900,3500,17809.57909,527.2727273,7.25
38,1. White,4. Master's Deg,114.4757133,95012,1900,2500,13737.0856,345.4545455,4.75
36,1. White,2. Some College,128.6804882,94924,2800,3800,15441.65858,509.0909091,7
27,3. Asian,4. Master's Deg,99.6894637,94107,3250,4750,11962.73564,590.9090909,8.125
33,1. White,2. Some College,128.6804882,94924,2800,3800,15441.65858,509.0909091,7
56,2. Black,2. Some College,140.3982002,94107,3250,4750,16847.78402,590.9090909,8.125
52,1. White,2. Some College,111.7208494,94107,3250,4750,13406.50193,590.9090909,8.125
33,1. White,5. Advanced Degree,125.5254984,94941,2900,3500,15063.05981,527.2727273,7.25
32,3. Asian,4. Master's Deg,94.07271475,95012,1900,2500,11288.72577,345.4545455,4.75
39,1. White,4. Master's Deg,118.8843593,94924,2800,3800,14266.12312,509.0909091,7
22,1. White,2. Some College,72.15045568,95012,1900,2500,8658.054682,345.4545455,4.75
53,1. White,4. Master's Deg,104.9215065,94040,3600,4500,12590.58078,654.5454545,9
36,1. White,4. Master's Deg,277.7994802,94941,2900,3500,33335.93762,527.2727273,7.25
37,1. White,2. Some College,73.77574327,94107,3250,4750,8853.089192,590.9090909,8.125
40,1. White,2. Some College,130.9821774,95012,1900,2500,15717.86129,345.4545455,4.75
51,2. Black,2. Some College,78.21457569,94924,2800,3800,9385.749083,509.0909091,7
40,1. White,2. Some College,90.48191336,94107,3250,4750,10857.8296,590.9090909,8.125
56,1. White,5. Advanced Degree,117.1468169,94301,3800,5500,14057.61803,690.9090909,9.5
50,1. White,2. Some College,99.6894637,95012,1900,2500,11962.73564,345.4545455,4.75
49,1. White,2. Some College,166.3249412,94107,3250,4750,19958.99294,590.9090909,8.125
32,1. White,2. Some College,81.28325328,94104,5000,7500,9753.990394,909.0909091,12.5
21,1. White,2. Some College,84.04595765,94105,3500,5000,10085.51492,636.3636364,8.75
48,1. White,4. Master's Deg,114.4757133,94104,5000,7500,13737.0856,909.0909091,12.5
48,1. White,3. College Grad,73.77574327,94924,2800,3800,8853.089192,509.0909091,7
32,1. White,3. College Grad,115.1062017,94924,2800,3800,13812.7442,509.0909091,7
30,1. White,3. College Grad,53.02755112,94924,2800,3800,6363.306134,509.0909091,7
30,1. White,3. College Grad,118.8843593,94941,2900,3500,14266.12312,527.2727273,7.25
33,1. White,2. Some College,79.85490031,94301,3800,5500,9582.588037,690.9090909,9.5
56,3. Asian,5. Advanced Degree,56.45386498,94924,2800,3800,6774.463798,509.0909091,7
46,2. Black,3. College Grad,90.48191336,94107,3250,4750,10857.8296,590.9090909,8.125
49,1. White,3. College Grad,104.9215065,94941,2900,3500,12590.58078,527.2727273,7.25
24,1. White,2. Some College,87.98103279,94941,2900,3500,10557.72393,527.2727273,7.25
48,1. White,3. College Grad,147.1166892,94107,3250,4750,17654.0027,590.9090909,8.125
37,1. White,4. Master's Deg,109.8339856,94941,2900,3500,13180.07827,527.2727273,7.25
53,1. White,3. College Grad,118.8843593,94941,2900,3500,14266.12312,527.2727273,7.25
56,2. Black,5. Advanced Degree,141.7751723,94107,3250,4750,17013.02068,590.9090909,8.125
34,2. Black,3. College Grad,108.8745258,94301,3800,5500,13064.9431,690.9090909,9.5
56,1. White,3. College Grad,104.9215065,94941,2900,3500,12590.58078,527.2727273,7.25
48,1. White,2. Some College,109.8339856,94107,3250,4750,13180.07827,590.9090909,8.125
47,2. Black,2. Some College,27.14057921,94040,3600,4500,3256.869505,654.5454545,9
52,1. White,3. College Grad,70.47601965,94040,3600,4500,8457.122358,654.5454545,9
40,1. White,3. College Grad,166.8793833,94040,3600,4500,20025.526,654.5454545,9
25,1. White,2. Some College,127.1157438,94107,3250,4750,15253.88926,590.9090909,8.125
35,1. White,4. Master's Deg,117.1468169,94107,3250,4750,14057.61803,590.9090909,8.125
40,2. Black,3. College Grad,103.9024706,94107,3250,4750,12468.29647,590.9090909,8.125
22,1. White,2. Some College,34.60741773,95012,1900,2500,4152.890128,345.4545455,4.75
50,1. White,3. College Grad,100.0134869,94301,3800,5500,12001.61843,690.9090909,9.5
48,1. White,2. Some College,64.86896919,94107,3250,4750,7784.276303,590.9090909,8.125
40,3. Asian,5. Advanced Degree,109.8339856,94941,2900,3500,13180.07827,527.2727273,7.25
45,3. Asian,3. College Grad,127.1157438,94105,3500,5000,15253.88926,636.3636364,8.75
30,3. Asian,4. Master's Deg,114.4757133,94301,3800,5500,13737.0856,690.9090909,9.5
46,3. Asian,4. Master's Deg,117.1468169,94924,2800,3800,14057.61803,509.0909091,7
34,3. Asian,2. Some College,134.7053751,94107,3250,4750,16164.64501,590.9090909,8.125
32,3. Asian,2. Some College,65.11085372,94941,2900,3500,7813.302446,527.2727273,7.25
53,3. Asian,4. Master's Deg,143.1349408,94107,3250,4750,17176.1929,590.9090909,8.125
32,3. Asian,3. College Grad,76.89360252,94040,3600,4500,9227.232302,654.5454545,9
39,2. Black,4. Master's Deg,99.6894637,94040,3600,4500,11962.73564,654.5454545,9
51,1. White,4. Master's Deg,94.07271475,94040,3600,4500,11288.72577,654.5454545,9
40,1. White,2. Some College,75.35567932,94040,3600,4500,9042.681518,654.5454545,9
66,1. White,4. Master's Deg,127.1157438,94104,5000,7500,15253.88926,909.0909091,12.5
40,1. White,4. Master's Deg,166.3249412,95012,1900,2500,19958.99294,345.4545455,4.75
52,1. White,5. Advanced Degree,133.2323508,94301,3800,5500,15987.8821,690.9090909,9.5
36,1. White,3. College Grad,125.5254984,94040,3600,4500,15063.05981,654.5454545,9
32,1. White,2. Some College,89.49247952,94924,2800,3800,10739.09754,509.0909091,7
45,1. White,2. Some College,84.04595765,94104,5000,7500,10085.51492,909.0909091,12.5
37,1. White,2. Some College,169.07354,94104,5000,7500,20288.8248,909.0909091,12.5
47,3. Asian,5. Advanced Degree,160.6424754,94602,2600,3700,19277.09705,472.7272727,6.5
49,1. White,2. Some College,144.1706065,94107,3250,4750,17300.47278,590.9090909,8.125
53,1. White,2. Some College,73.77574327,94040,3600,4500,8853.089192,654.5454545,9
66,2. Black,2. Some College,70.47601965,94040,3600,4500,8457.122358,654.5454545,9
33,1. White,2. Some College,73.77574327,94107,3250,4750,8853.089192,590.9090909,8.125
58,1. White,2. Some College,94.07271475,94941,2900,3500,11288.72577,527.2727273,7.25
41,1. White,5. Advanced Degree,83.19132429,94924,2800,3800,9982.958915,509.0909091,7
54,3. Asian,3. College Grad,134.7053751,94040,3600,4500,16164.64501,654.5454545,9
26,1. White,2. Some College,86.69515483,95012,1900,2500,10403.41858,345.4545455,4.75
24,4. Other,2. Some College,70.47601965,94040,3600,4500,8457.122358,654.5454545,9
62,1. White,4. Master's Deg,130.9821774,94107,3250,4750,15717.86129,590.9090909,8.125
63,1. White,2. Some College,136.3039976,94040,3600,4500,16356.47971,654.5454545,9
26,3. Asian,4. Master's Deg,114.0225804,95012,1900,2500,13682.70965,345.4545455,4.75
45,3. Asian,2. Some College,106.1275822,94105,3500,5000,12735.30986,636.3636364,8.75
23,3. Asian,2. Some College,87.98103279,94941,2900,3500,10557.72393,527.2727273,7.25
31,3. Asian,4. Master's Deg,116.2653241,94040,3600,4500,13951.83889,654.5454545,9
44,3. Asian,5. Advanced Degree,143.1349408,94104,5000,7500,17176.1929,909.0909091,12.5
43,3. Asian,2. Some College,54.59815003,94107,3250,4750,6551.778004,590.9090909,8.125
48,3. Asian,2. Some College,48.18565022,94941,2900,3500,5782.278026,527.2727273,7.25
48,3. Asian,4. Master's Deg,123.0896998,94107,3250,4750,14770.76398,590.9090909,8.125
55,3. Asian,5. Advanced Degree,117.5843403,94602,2600,3700,14110.12084,472.7272727,6.5
45,3. Asian,5. Advanced Degree,272.2947832,94301,3800,5500,32675.37398,690.9090909,9.5
48,1. White,4. Master's Deg,145.1436012,94040,3600,4500,17417.23214,654.5454545,9
63,1. White,2. Some College,118.8843593,94924,2800,3800,14266.12312,509.0909091,7
57,2. Black,2. Some College,97.49329405,94602,2600,3700,11699.19529,472.7272727,6.5
69,3. Asian,5. Advanced Degree,148.4131591,94107,3250,4750,17809.57909,590.9090909,8.125
31,1. White,4. Master's Deg,127.1157438,94104,5000,7500,15253.88926,909.0909091,12.5
38,1. White,4. Master's Deg,268.266292,94104,5000,7500,32191.95504,909.0909091,12.5
43,1. White,4. Master's Deg,109.8339856,94105,3500,5000,13180.07827,636.3636364,8.75
19,1. White,2. Some College,51.90369627,94941,2900,3500,6228.443552,527.2727273,7.25
44,1. White,4. Master's Deg,114.4757133,94104,5000,7500,13737.0856,909.0909091,12.5
31,3. Asian,4. Master's Deg,134.7053751,94105,3500,5000,16164.64501,636.3636364,8.75
49,4. Other,2. Some College,87.98103279,94040,3600,4500,10557.72393,654.5454545,9
29,1. White,3. College Grad,95.23071257,94602,2600,3700,11427.68551,472.7272727,6.5
26,4. Other,3. College Grad,76.89360252,94040,3600,4500,9227.232302,654.5454545,9
37,1. White,5. Advanced Degree,116.2653241,94301,3800,5500,13951.83889,690.9090909,9.5
30,1. White,2. Some College,81.28325328,94924,2800,3800,9753.990394,509.0909091,7
35,1. White,3. College Grad,131.621803,95012,1900,2500,15794.61636,345.4545455,4.75
40,1. White,2. Some College,117.1468169,95012,1900,2500,14057.61803,345.4545455,4.75
44,4. Other,5. Advanced Degree,68.74808773,94104,5000,7500,8249.770528,909.0909091,12.5
65,1. White,2. Some College,125.5254984,94040,3600,4500,15063.05981,654.5454545,9
54,2. Black,3. College Grad,101.8243521,95012,1900,2500,12218.92225,345.4545455,4.75
56,3. Asian,3. College Grad,140.3982002,95012,1900,2500,16847.78402,345.4545455,4.75
48,3. Asian,4. Master's Deg,107.9039239,94104,5000,7500,12948.47087,909.0909091,12.5
37,3. Asian,3. College Grad,58.01478201,94107,3250,4750,6961.773841,590.9090909,8.125
30,3. Asian,2. Some College,99.6894637,94941,2900,3500,11962.73564,527.2727273,7.25
46,3. Asian,5. Advanced Degree,85.38394038,94040,3600,4500,10246.07285,654.5454545,9
37,3. Asian,2. Some College,131.7378012,95012,1900,2500,15808.53614,345.4545455,4.75
58,2. Black,2. Some College,81.28325328,94602,2600,3700,9753.990394,472.7272727,6.5
52,1. White,3. College Grad,86.69515483,94040,3600,4500,10403.41858,654.5454545,9
45,1. White,3. College Grad,157.7005277,94107,3250,4750,18924.06332,590.9090909,8.125
33,1. White,2. Some College,65.11462388,94107,3250,4750,7813.754866,590.9090909,8.125
51,1. White,3. College Grad,90.48191336,94941,2900,3500,10857.8296,527.2727273,7.25
50,1. White,2. Some College,46.7632688,94107,3250,4750,5611.592256,590.9090909,8.125
42,1. White,2. Some College,85.38394038,95012,1900,2500,10246.07285,345.4545455,4.75
46,1. White,3. College Grad,139.7030715,94941,2900,3500,16764.36858,527.2727273,7.25
43,1. White,5. Advanced Degree,148.4131591,94301,3800,5500,17809.57909,690.9090909,9.5
47,1. White,3. College Grad,81.28325328,94941,2900,3500,9753.990394,527.2727273,7.25
47,1. White,5. Advanced Degree,118.8843593,94301,3800,5500,14266.12312,690.9090909,9.5
44,1. White,4. Master's Deg,71.15195654,94040,3600,4500,8538.234785,654.5454545,9
36,3. Asian,2. Some College,65.11085372,94924,2800,3800,7813.302446,509.0909091,7
39,1. White,2. Some College,65.11085372,94040,3600,4500,7813.302446,654.5454545,9
29,1. White,4. Master's Deg,125.5254984,94040,3600,4500,15063.05981,654.5454545,9
40,1. White,3. College Grad,123.0896998,94107,3250,4750,14770.76398,590.9090909,8.125
20,1. White,3. College Grad,70.81503862,94941,2900,3500,8497.804634,527.2727273,7.25
32,1. White,5. Advanced Degree,112.6488963,94104,5000,7500,13517.86756,909.0909091,12.5
36,1. White,3. College Grad,86.69515483,94941,2900,3500,10403.41858,527.2727273,7.25
31,2. Black,3. College Grad,82.6796373,94924,2800,3800,9921.556476,509.0909091,7
28,3. Asian,4. Master's Deg,130.9821774,94924,2800,3800,15717.86129,509.0909091,7
41,4. Other,3. College Grad,117.1468169,94104,5000,7500,14057.61803,909.0909091,12.5
54,3. Asian,4. Master's Deg,176.9896505,94107,3250,4750,21238.75806,590.9090909,8.125
42,3. Asian,2. Some College,118.8843593,94040,3600,4500,14266.12312,654.5454545,9
19,3. Asian,2. Some College,68.74808773,94301,3800,5500,8249.770528,690.9090909,9.5
59,1. White,3. College Grad,267.9010869,94301,3800,5500,32148.13043,690.9090909,9.5
64,3. Asian,3. College Grad,99.6894637,94105,3500,5000,11962.73564,636.3636364,8.75
31,3. Asian,3. College Grad,92.65813017,94107,3250,4750,11118.97562,590.9090909,8.125
37,3. Asian,3. College Grad,109.8339856,94040,3600,4500,13180.07827,654.5454545,9
30,3. Asian,2. Some College,87.98103279,94040,3600,4500,10557.72393,654.5454545,9
24,3. Asian,4. Master's Deg,118.8843593,94924,2800,3800,14266.12312,509.0909091,7
26,3. Asian,2. Some College,75.04315402,94040,3600,4500,9005.178482,654.5454545,9
44,3. Asian,4. Master's Deg,114.4757133,94602,2600,3700,13737.0856,472.7272727,6.5
39,3. Asian,1. PhD,276.7784133,94040,3600,4500,33213.4096,654.5454545,9
48,3. Asian,5. Advanced Degree,277.6014175,94107,3250,4750,33312.1701,590.9090909,8.125
53,2. Black,2. Some College,80.57319971,94107,3250,4750,9668.783965,590.9090909,8.125
42,3. Asian,5. Advanced Degree,114.4757133,94602,2600,3700,13737.0856,472.7272727,6.5
44,1. White,5. Advanced Degree,166.3249412,94040,3600,4500,19958.99294,654.5454545,9
25,1. White,4. Master's Deg,85.38394038,94040,3600,4500,10246.07285,654.5454545,9
46,1. White,2. Some College,43.73511168,94924,2800,3800,5248.213402,509.0909091,7
52,1. White,3. College Grad,101.8243521,94107,3250,4750,12218.92225,590.9090909,8.125
33,1. White,3. College Grad,87.98103279,94040,3600,4500,10557.72393,654.5454545,9
30,2. Black,3. College Grad,121.4303138,94105,3500,5000,14571.63766,636.3636364,8.75
38,1. White,3. College Grad,109.8339856,94107,3250,4750,13180.07827,590.9090909,8.125
29,1. White,2. Some College,79.85490031,94040,3600,4500,9582.588037,654.5454545,9
57,3. Asian,4. Master's Deg,127.1157438,94107,3250,4750,15253.88926,590.9090909,8.125
50,3. Asian,4. Master's Deg,115.285517,94105,3500,5000,13834.26204,636.3636364,8.75
23,3. Asian,3. College Grad,98.60153978,94107,3250,4750,11832.18477,590.9090909,8.125
46,3. Asian,3. College Grad,144.4780877,94301,3800,5500,17337.37052,690.9090909,9.5
61,3. Asian,4. Master's Deg,136.1577108,94941,2900,3500,16338.9253,527.2727273,7.25
70,3. Asian,2. Some College,100.7642728,94104,5000,7500,12091.71274,909.0909091,12.5
59,3. Asian,2. Some College,76.89360252,94941,2900,3500,9227.232302,527.2727273,7.25
57,2. Black,2. Some College,90.48191336,95012,1900,2500,10857.8296,345.4545455,4.75
25,1. White,2. Some College,86.69515483,94040,3600,4500,10403.41858,654.5454545,9
48,1. White,3. College Grad,123.9085676,94040,3600,4500,14869.02811,654.5454545,9
52,3. Asian,5. Advanced Degree,65.11085372,94040,3600,4500,7813.302446,654.5454545,9
44,1. White,4. Master's Deg,131.7378012,94602,2600,3700,15808.53614,472.7272727,6.5
40,1. White,2. Some College,66.96164432,94941,2900,3500,8035.397318,527.2727273,7.25
43,1. White,4. Master's Deg,196.1252726,94107,3250,4750,23535.03271,590.9090909,8.125
51,1. White,3. College Grad,166.3249412,94040,3600,4500,19958.99294,654.5454545,9
43,3. Asian,2. Some College,65.11085372,94107,3250,4750,7813.302446,590.9090909,8.125
42,3. Asian,2. Some College,120.5894365,95012,1900,2500,14470.73238,345.4545455,4.75
28,3. Asian,2. Some College,101.8243521,94040,3600,4500,12218.92225,654.5454545,9
54,3. Asian,5. Advanced Degree,148.4131591,94301,3800,5500,17809.57909,690.9090909,9.5
34,3. Asian,5. Advanced Degree,159.0520271,94040,3600,4500,19086.24325,654.5454545,9
50,3. Asian,4. Master's Deg,109.8339856,94301,3800,5500,13180.07827,690.9090909,9.5
36,3. Asian,5. Advanced Degree,140.0511976,94301,3800,5500,16806.14371,690.9090909,9.5
36,3. Asian,4. Master's Deg,132.3524777,94107,3250,4750,15882.29732,590.9090909,8.125
71,3. Asian,3. College Grad,118.8843593,94040,3600,4500,14266.12312,654.5454545,9
31,3. Asian,5. Advanced Degree,97.49329405,94104,5000,7500,11699.19529,909.0909091,12.5
43,1. White,5. Advanced Degree,134.7053751,94040,3600,4500,16164.64501,654.5454545,9
20,1. White,3. College Grad,72.15045568,94040,3600,4500,8658.054682,654.5454545,9
23,1. White,2. Some College,87.98103279,94941,2900,3500,10557.72393,527.2727273,7.25
42,1. White,2. Some College,49.55533812,95012,1900,2500,5946.640574,345.4545455,4.75
41,1. White,1. PhD,149.0558956,94301,3800,5500,17886.70747,690.9090909,9.5
27,1. White,5. Advanced Degree,122.2636739,94107,3250,4750,14671.64087,590.9090909,8.125
29,1. White,3. College Grad,101.8243521,95012,1900,2500,12218.92225,345.4545455,4.75
41,1. White,3. College Grad,99.6894637,94941,2900,3500,11962.73564,527.2727273,7.25
41,2. Black,2. Some College,104.9215065,94924,2800,3800,12590.58078,509.0909091,7
22,1. White,3. College Grad,81.28325328,94107,3250,4750,9753.990394,590.9090909,8.125
39,1. White,2. Some College,73.77574327,95012,1900,2500,8853.089192,345.4545455,4.75
50,1. White,4. Master's Deg,82.6796373,95012,1900,2500,9921.556476,345.4545455,4.75
49,1. White,4. Master's Deg,148.4131591,94941,2900,3500,17809.57909,527.2727273,7.25
42,1. White,3. College Grad,118.8843593,94040,3600,4500,14266.12312,654.5454545,9
38,2. Black,2. Some College,129.4536446,94602,2600,3700,15534.43735,472.7272727,6.5
55,1. White,4. Master's Deg,134.7053751,94602,2600,3700,16164.64501,472.7272727,6.5
47,1. White,2. Some College,79.85490031,94941,2900,3500,9582.588037,527.2727273,7.25
52,4. Other,2. Some College,68.11199407,94602,2600,3700,8173.439288,472.7272727,6.5
56,1. White,4. Master's Deg,40.40566526,94107,3250,4750,4848.679831,590.9090909,8.125
30,1. White,3. College Grad,131.7378012,94107,3250,4750,15808.53614,590.9090909,8.125
56,1. White,2. Some College,134.7053751,94924,2800,3800,16164.64501,509.0909091,7
46,1. White,2. Some College,114.4757133,94941,2900,3500,13737.0856,527.2727273,7.25
43,1. White,2. Some College,126.3238807,94602,2600,3700,15158.86568,472.7272727,6.5
35,1. White,3. College Grad,116.7071546,95012,1900,2500,14004.85855,345.4545455,4.75
58,1. White,2. Some College,109.8339856,94040,3600,4500,13180.07827,654.5454545,9
69,1. White,2. Some College,81.22674631,94107,3250,4750,9747.209557,590.9090909,8.125
68,1. White,2. Some College,87.98103279,94104,5000,7500,10557.72393,909.0909091,12.5
52,1. White,3. College Grad,127.1157438,94602,2600,3700,15253.88926,472.7272727,6.5
46,2. Black,4. Master's Deg,104.9215065,94040,3600,4500,12590.58078,654.5454545,9
39,1. White,4. Master's Deg,107.9039239,94301,3800,5500,12948.47087,690.9090909,9.5
66,1. White,4. Master's Deg,109.8339856,94107,3250,4750,13180.07827,590.9090909,8.125
30,1. White,5. Advanced Degree,117.1468169,94040,3600,4500,14057.61803,654.5454545,9
30,1. White,3. College Grad,107.9039239,94941,2900,3500,12948.47087,527.2727273,7.25
43,1. White,2. Some College,72.15045568,95012,1900,2500,8658.054682,345.4545455,4.75
49,1. White,5. Advanced Degree,160.6424754,94107,3250,4750,19277.09705,590.9090909,8.125
54,1. White,5. Advanced Degree,148.4131591,94301,3800,5500,17809.57909,690.9090909,9.5
48,1. White,5. Advanced Degree,143.1349408,94105,3500,5000,17176.1929,636.3636364,8.75
37,2. Black,3. College Grad,97.49329405,94105,3500,5000,11699.19529,636.3636364,8.75
46,1. White,4. Master's Deg,141.7751723,94107,3250,4750,17013.02068,590.9090909,8.125
53,1. White,2. Some College,148.4131591,94924,2800,3800,17809.57909,509.0909091,7
31,1. White,4. Master's Deg,109.8339856,94107,3250,4750,13180.07827,590.9090909,8.125
18,1. White,3. College Grad,59.09706408,94107,3250,4750,7091.64769,590.9090909,8.125
49,1. White,4. Master's Deg,152.5282169,94602,2600,3700,18303.38603,472.7272727,6.5
39,1. White,2. Some College,81.28325328,95012,1900,2500,9753.990394,345.4545455,4.75
40,1. White,2. Some College,43.73511168,94104,5000,7500,5248.213402,909.0909091,12.5
37,1. White,2. Some College,96.37065283,94301,3800,5500,11564.47834,690.9090909,9.5
24,1. White,2. Some College,101.8243521,94107,3250,4750,12218.92225,590.9090909,8.125
35,1. White,4. Master's Deg,130.9821774,94107,3250,4750,15717.86129,590.9090909,8.125
27,1. White,2. Some College,82.6796373,94941,2900,3500,9921.556476,527.2727273,7.25
44,3. Asian,5. Advanced Degree,130.9821774,94602,2600,3700,15717.86129,472.7272727,6.5
46,1. White,4. Master's Deg,89.24288466,95012,1900,2500,10709.14616,345.4545455,4.75
40,1. White,3. College Grad,85.11853342,94107,3250,4750,10214.22401,590.9090909,8.125
39,1. White,5. Advanced Degree,166.3249412,94301,3800,5500,19958.99294,690.9090909,9.5
42,1. White,2. Some College,100.7642728,94107,3250,4750,12091.71274,590.9090909,8.125
37,1. White,2. Some College,99.6894637,94040,3600,4500,11962.73564,654.5454545,9
58,1. White,3. College Grad,123.0896998,94107,3250,4750,14770.76398,590.9090909,8.125
40,3. Asian,5. Advanced Degree,163.515864,94924,2800,3800,19621.90368,509.0909091,7
27,1. White,2. Some College,85.38394038,94301,3800,5500,10246.07285,690.9090909,9.5
31,1. White,3. College Grad,75.35567932,94040,3600,4500,9042.681518,654.5454545,9
44,1. White,2. Some College,65.11085372,95012,1900,2500,7813.302446,345.4545455,4.75
38,1. White,2. Some College,92.65813017,95012,1900,2500,11118.97562,345.4545455,4.75
34,1. White,4. Master's Deg,137.5901428,94105,3500,5000,16510.81714,636.3636364,8.75
41,1. White,2. Some College,134.8515263,94040,3600,4500,16182.18316,654.5454545,9
20,1. White,2. Some College,72.4793163,94107,3250,4750,8697.517956,590.9090909,8.125
28,1. White,4. Master's Deg,178.5330504,94301,3800,5500,21423.96605,690.9090909,9.5
55,1. White,4. Master's Deg,98.59934386,94105,3500,5000,11831.92126,636.3636364,8.75
38,1. White,4. Master's Deg,115.3750386,94040,3600,4500,13845.00463,654.5454545,9
33,2. Black,2. Some College,73.77574327,95012,1900,2500,8853.089192,345.4545455,4.75
43,1. White,2. Some College,36.6737042,94040,3600,4500,4400.844504,654.5454545,9
50,3. Asian,4. Master's Deg,123.0896998,94602,2600,3700,14770.76398,472.7272727,6.5
55,1. White,4. Master's Deg,87.98103279,94040,3600,4500,10557.72393,654.5454545,9
24,2. Black,3. College Grad,73.93571929,94107,3250,4750,8872.286315,590.9090909,8.125
41,1. White,4. Master's Deg,176.9896505,94602,2600,3700,21238.75806,472.7272727,6.5
37,1. White,4. Master's Deg,118.8843593,94301,3800,5500,14266.12312,690.9090909,9.5
42,1. White,3. College Grad,134.7053751,94107,3250,4750,16164.64501,590.9090909,8.125
25,1. White,4. Master's Deg,90.48191336,94105,3500,5000,10857.8296,636.3636364,8.75
45,1. White,5. Advanced Degree,148.4131591,94040,3600,4500,17809.57909,654.5454545,9
40,1. White,2. Some College,81.28325328,94107,3250,4750,9753.990394,590.9090909,8.125
43,1. White,5. Advanced Degree,130.9821774,94301,3800,5500,15717.86129,690.9090909,9.5
50,1. White,3. College Grad,176.9896505,94924,2800,3800,21238.75806,509.0909091,7
42,1. White,2. Some College,82.6796373,94104,5000,7500,9921.556476,909.0909091,12.5
38,1. White,2. Some College,131.7378012,94107,3250,4750,15808.53614,590.9090909,8.125
44,1. White,2. Some College,82.6796373,94040,3600,4500,9921.556476,654.5454545,9
19,1. White,3. College Grad,41.44121303,94941,2900,3500,4972.945564,527.2727273,7.25
44,1. White,3. College Grad,117.1468169,94104,5000,7500,14057.61803,909.0909091,12.5
26,1. White,2. Some College,73.77574327,94040,3600,4500,8853.089192,654.5454545,9
54,1. White,2. Some College,86.69515483,95012,1900,2500,10403.41858,345.4545455,4.75
32,1. White,4. Master's Deg,99.6894637,95012,1900,2500,11962.73564,345.4545455,4.75
49,1. White,4. Master's Deg,141.7751723,94105,3500,5000,17013.02068,636.3636364,8.75
35,1. White,2. Some College,70.81503862,94040,3600,4500,8497.804634,654.5454545,9
34,1. White,2. Some College,72.15045568,94040,3600,4500,8658.054682,654.5454545,9
23,1. White,2. Some College,54.59815003,94040,3600,4500,6551.778004,654.5454545,9
60,3. Asian,3. College Grad,127.1157438,94602,2600,3700,15253.88926,472.7272727,6.5
54,1. White,5. Advanced Degree,73.77574327,94105,3500,5000,8853.089192,636.3636364,8.75
31,2. Black,3. College Grad,139.7030715,94104,5000,7500,16764.36858,909.0909091,12.5
47,1. White,4. Master's Deg,160.6424754,94107,3250,4750,19277.09705,590.9090909,8.125
48,1. White,2. Some College,23.95294448,95012,1900,2500,2874.353338,345.4545455,4.75
48,1. White,4. Master's Deg,115.3750386,94105,3500,5000,13845.00463,636.3636364,8.75
35,1. White,2. Some College,114.4757133,94107,3250,4750,13737.0856,590.9090909,8.125
55,1. White,5. Advanced Degree,127.1157438,94602,2600,3700,15253.88926,472.7272727,6.5
35,1. White,1. PhD,137.5901428,94602,2600,3700,16510.81714,472.7272727,6.5
